step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
155.0,247,0,37,169,416,0,165.0,0.6680161943319838,7.806177262416113,1,20.0,0.50156694416694,1,11.0,0.37414747311294566,3,46.0,0.5748551320842661,5,33.0,0.40103239128355567,1,13.0,0.6199903800257295,0,7.0,0.20231907920878428,4,19.0,0.14500876325545212,3,31.0,0.7065144841766339,0,4.0,0.8377091031565314,3,30.0,0.48202639638850303,0,13.0,0.7608091518607035,5,41.0,0.547052201020347,0,6.0,0.6807976406853231,2,7.0,0.5349650020901219,2,12.0,0.36841446226460367,7,31.0,0.11777163273023805,37,324.0
160.0,250,0,42,182,432,0,168.0,0.672,8.023476255643105,3,13.0,0.6059272387416376,5,27.0,0.5828420825041009,3,34.0,0.68893557695325,2,39.0,0.4144460781912043,3,14.0,0.4859907795825811,6,27.0,0.4045512769029772,0,25.0,0.6445511386983468,1,18.0,0.39022826768096147,2,3.0,0.6689281828379777,0,13.0,0.861067163839808,3,9.0,0.5906780911679623,0,33.0,0.4717121040595201,3,8.0,0.35699865634578937,6,32.0,0.4740938590987541,4,23.0,0.644840430909022,1,38.0,0.5268435538262256,42,356.0
165.0,242,0,38,198,440,0,130.0,0.5371900826446281,7.900967003202163,3,17.0,0.4768447732109334,2,26.0,0.5728778953225356,3,26.0,0.17467735815740645,5,36.0,0.4823017285406344,3,23.0,0.37091723846200286,1,36.0,0.6622276755499908,0,6.0,0.9008368703229382,3,20.0,0.5795096110889066,3,5.0,0.37138612150955574,1,4.0,0.7282453513003205,0,8.0,0.48308743964461853,5,27.0,0.4562914390791151,7,39.0,0.15362638275045074,2,33.0,0.5293188941636243,0,17.0,0.7575162737086127,0,12.0,0.8393936188521783,38,335.0
170.0,251,0,39,205,456,0,200.0,0.796812749003984,8.264575829440911,4,28.0,0.5099679221784318,3,19.0,0.4561111828423867,6,34.0,0.24616431145291204,6,61.0,0.5332343714229502,3,23.0,0.6120157832998471,2,15.0,0.5014792284510732,0,2.0,0.39265967807682123,0,12.0,0.7364713027732223,3,23.0,0.6748831361070009,2,6.0,0.6143546616961045,1,9.0,0.8269642865854326,1,31.0,0.4945827804893045,1,45.0,0.4706865175184385,4,22.0,0.5243352563073339,2,5.0,0.5696761248483806,1,14.0,0.6578438219185463,39,349.0
175.0,258,0,32,214,472,0,93.0,0.36046511627906974,8.11955619581965,1,24.0,0.5630483131932701,3,24.0,0.35398804753363394,4,41.0,0.5456130745679597,1,52.0,0.4031845787382422,0,16.0,0.7454652930643897,1,15.0,0.2421734001646363,5,24.0,0.12620617688980884,1,5.0,0.7619649356230426,1,13.0,0.7616212681494143,4,20.0,0.42273238816759745,0,4.0,0.8044818484149329,5,25.0,0.4576556530857412,1,20.0,0.7635391988640758,2,20.0,0.4779821657403693,0,6.0,0.4348113454407201,3,24.0,0.20540425607047627,32,333.0
180.0,243,0,38,237,480,0,171.0,0.7037037037037037,8.430929314683937,1,6.0,0.627763999403811,4,28.0,0.6124911266613547,4,36.0,0.6516674743566155,3,23.0,0.45496629541237793,1,5.0,0.5024584781746904,5,30.0,0.45456160183340955,0,27.0,0.7278196216141344,1,1.0,0.5008683317570823,3,14.0,0.5347298630384486,0,15.0,0.6868168962053629,3,13.0,0.5695384451952097,1,28.0,0.43872832352190305,1,13.0,0.7879728613517485,7,33.0,0.41296887525169246,4,17.0,0.6371277122730734,0,22.0,0.5638707889237715,38,311.0
185.0,246,0,29,250,496,0,107.0,0.4349593495934959,8.092319426511455,2,9.0,0.5564066998230527,1,19.0,0.6341836629756108,2,26.0,0.3192644994186799,3,38.0,0.4189892257222565,1,10.0,0.4395655266091299,0,27.0,0.7366072955690519,0,8.0,0.9363416677098142,5,22.0,0.13188340362328435,2,17.0,0.3884847187183367,2,11.0,0.7253648852810155,1,13.0,0.43356914350425463,5,33.0,0.49864821220623673,2,7.0,0.24019112735820744,2,39.0,0.20864221980196015,1,15.0,0.7277538899503495,0,7.0,0.8862031149212268,29,301.0
190.0,254,0,41,258,512,0,152.0,0.5984251968503937,8.438188603878324,4,25.0,0.5858101935082919,4,15.0,0.5002832563283927,6,25.0,0.19760770536849603,0,21.0,0.5084731133058519,2,10.0,0.682624191492988,2,12.0,0.628780957991827,1,6.0,0.44185887888136105,1,30.0,0.16999387787865902,4,27.0,0.617264986523699,0,3.0,0.5901482302792053,2,14.0,0.7796745882755527,2,32.0,0.5019286177829922,2,19.0,0.6304127355285675,6,33.0,0.49760566556253977,3,8.0,0.6206284129170511,2,8.0,0.5663387704154643,41,288.0
195.0,244,0,32,276,520,0,91.0,0.3729508196721312,8.008442148882544,1,20.0,0.4979894712863811,2,16.0,0.333152616418073,8,54.0,0.13784861772350526,0,8.0,0.7519277480773872,0,10.0,0.7915141123055484,3,14.0,0.2302092483742062,6,36.0,0.1629530925610912,1,12.0,0.6873015416419616,0,18.0,0.6923880024988784,3,10.0,0.5014589387914244,0,4.0,0.8183725992972839,5,27.0,0.500176470264734,0,8.0,0.8667076134671762,1,38.0,0.6414523421973599,1,9.0,0.400677945809062,1,13.0,0.3074314630808686,32,297.0
200.0,237,0,37,299,536,0,163.0,0.6877637130801688,8.570460796707833,2,11.0,0.5920032938298155,4,23.0,0.631068180425156,6,58.0,0.5621392386861567,0,4.0,0.7723098022301293,1,5.0,0.43542211178995377,5,26.0,0.4987197529109849,0,34.0,0.7014366777224893,1,21.0,0.7034963590374015,2,5.0,0.5168945104642549,0,11.0,0.6922851825397062,1,5.0,0.6851280199994851,2,29.0,0.4323901784430304,0,4.0,0.8844610827242365,5,30.0,0.4331710646158805,3,20.0,0.6898571281767334,5,30.0,0.4195858463690056,37,316.0
