step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
155.0,227,0,30,189,416,0,108.0,0.47577092511013214,7.765925869905076,2,6.0,0.6646332792580476,3,19.0,0.3351759356300982,0,4.0,0.8550346464777349,1,47.0,0.46142006481509906,5,49.0,0.2995998235888691,3,32.0,0.4734159120989872,0,26.0,0.6917609326506322,0,2.0,0.4789048081016993,2,10.0,0.6105061646956607,7,46.0,0.31092821985307795,2,16.0,0.6451191909788558,1,6.0,0.3742267436395715,1,7.0,0.7443552729021843,2,20.0,0.6585002786004172,0,24.0,0.6238153495271639,1,25.0,0.7987460948996716,30,339.0
160.0,236,0,40,196,432,0,156.0,0.6610169491525424,8.106748517210171,1,6.0,0.6628219742153416,6,31.0,0.36758750557027003,1,4.0,0.6278152796617623,5,24.0,0.4782353249324227,2,34.0,0.6135531329626949,3,31.0,0.4363841632244492,0,4.0,0.8811739705980384,0,8.0,0.8454643330996179,5,27.0,0.4669161857610644,3,39.0,0.579853943461661,1,10.0,0.6990305483826871,3,25.0,0.533812994171263,1,5.0,0.7985279129119148,1,1.0,0.28241588284404084,3,12.0,0.709100757868048,5,29.0,0.34084320957098707,40,290.0
165.0,241,0,38,199,440,0,173.0,0.7178423236514523,7.707709698281942,3,10.0,0.6481830293140294,3,40.0,0.4858665316505833,1,13.0,0.6394606833240056,5,45.0,0.5745303777249076,4,29.0,0.591994708567669,6,45.0,0.42083996250733574,1,6.0,0.4672042439231483,0,8.0,0.8573056362866408,3,30.0,0.35983033356461785,1,25.0,0.5608085113030197,2,14.0,0.4400167421667253,0,16.0,0.7590534023034784,1,3.0,0.5844785598851633,4,22.0,0.2764874021559655,0,8.0,0.3785150393409469,4,36.0,0.15185192796707,38,350.0
170.0,250,0,34,206,456,0,123.0,0.492,7.9680431468526205,0,5.0,0.6346177696077303,4,31.0,0.5652528723701368,0,4.0,0.8352343161978631,2,41.0,0.3262976505256241,1,19.0,0.36892767668472864,4,49.0,0.24209009332189504,4,24.0,0.2090353413932292,1,5.0,0.6898099274888092,1,13.0,0.7027166973150829,5,35.0,0.3427273985353486,2,21.0,0.4355460026365282,0,4.0,0.8398538617281597,2,15.0,0.660854538924501,0,17.0,0.7719585023043136,5,19.0,0.38919556757429863,3,31.0,0.6635905894366572,34,333.0
175.0,248,0,40,224,472,0,129.0,0.5201612903225806,8.189979798704387,2,4.0,0.6882466619793505,1,28.0,0.36910589802721583,0,6.0,0.8372036350002757,6,35.0,0.38440860515166597,4,21.0,0.4510163692864022,6,42.0,0.3935142476727925,1,27.0,0.6422305009719153,5,24.0,0.3444852583223614,3,10.0,0.6354370102893319,5,40.0,0.3222299915585001,2,11.0,0.6696989642336322,1,3.0,0.4769191112209423,1,5.0,0.7308463822791283,0,6.0,0.8865350655165082,1,25.0,0.6371327370504068,2,23.0,0.721157160669049,40,310.0
180.0,244,0,35,236,480,0,131.0,0.5368852459016393,8.154569676648405,2,7.0,0.5318817753615022,6,34.0,0.3618585376454183,0,4.0,0.6558503455797509,2,40.0,0.4124983292019931,2,19.0,0.6225443022979792,1,37.0,0.6852374843876423,0,10.0,0.7951232957123867,3,33.0,0.4535737624799524,5,26.0,0.40694635414619024,3,24.0,0.5573974338019352,0,8.0,0.7372724406293502,2,18.0,0.6053875291788888,1,5.0,0.8014114372485982,1,5.0,0.4807932353416819,3,17.0,0.6520571808231831,4,26.0,0.31445337706284915,35,313.0
185.0,253,0,45,243,496,0,201.0,0.7944664031620553,8.320460099540867,3,17.0,0.6093153452996403,4,42.0,0.49983095189354604,0,8.0,0.7645241127485372,5,29.0,0.5199506518385021,3,22.0,0.6948774858148572,1,14.0,0.5600476883045331,2,6.0,0.44718196883444483,3,27.0,0.7378018987026468,2,33.0,0.39483549604352286,4,32.0,0.5639257458855607,2,6.0,0.5062598248775627,0,8.0,0.8790280991628912,2,3.0,0.5270242009332812,6,25.0,0.1596791373265878,5,35.0,0.48380234276899264,3,31.0,0.14229007687241807,45,338.0
190.0,256,0,27,256,512,0,118.0,0.4609375,7.771545153877209,5,39.0,0.5352711526585311,4,29.0,0.6552805335415361,0,4.0,0.8389088777364729,3,32.0,0.35196280683686365,1,18.0,0.48780722399995574,3,25.0,0.22824923574850214,0,8.0,0.260873235693997,1,18.0,0.7021994432924363,2,19.0,0.6821576786720589,1,25.0,0.4910049718216892,0,6.0,0.3953493235993838,0,4.0,0.8094618447426974,3,20.0,0.5698350669609763,0,31.0,0.5826325506780302,1,31.0,0.35642134533665426,3,28.0,0.5265632678495579,27,337.0
195.0,245,0,47,275,520,0,171.0,0.6979591836734694,7.835255436315775,1,31.0,0.4813833036209455,1,26.0,0.41509458937638155,0,8.0,0.7941132115202643,4,32.0,0.46400960687661136,7,27.0,0.2906623048716817,7,45.0,0.37000197834380383,4,20.0,0.6691917101718844,7,22.0,0.28264438774706035,3,11.0,0.6167138448790417,4,17.0,0.4256842274538252,3,14.0,0.413947991237137,2,9.0,0.36878703105477506,1,16.0,0.7196614491643611,0,6.0,0.8361933966356696,2,13.0,0.6825156466088347,1,19.0,0.7268229980224598,47,316.0
200.0,252,0,43,284,536,0,169.0,0.6706349206349206,7.888019605737211,2,11.0,0.6263156522172978,7,38.0,0.3239545627827998,0,4.0,0.7973477834312521,3,24.0,0.4929759995314741,9,52.0,0.23736445749905316,3,55.0,0.6002851093781174,0,16.0,0.6235111957230031,6,44.0,0.171678384960077,6,32.0,0.498362982316764,0,18.0,0.5922418517107252,0,11.0,0.6664763361543731,3,27.0,0.5188643986673815,1,5.0,0.6851294659183105,0,6.0,0.7861309585249562,2,9.0,0.7214249132447186,1,14.0,0.7448391034967216,43,366.0
