step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1135.0,653,1,394,1407,2060,0,34505.0,52.84073506891271,3.9677070504594556,394,45809.0,0.21202172654058,394,45809.0
1140.0,649,0,394,1420,2069,0,33223.0,51.19106317411402,3.5840797685260357,394,46332.0,0.1958278605358024,394,46332.0
1145.0,649,1,399,1430,2079,0,32616.0,50.2557781201849,3.282394854335643,399,47641.0,0.17644895011492154,399,47641.0
1150.0,649,0,405,1438,2087,0,32253.0,49.696456086286595,3.324252963181704,405,48228.0,0.17286080692516195,405,48228.0
1155.0,660,3,410,1440,2100,0,32053.0,48.56515151515151,3.5384608020893777,410,48582.0,0.17211612368730747,410,48582.0
1160.0,673,0,407,1443,2116,0,32472.0,48.24962852897474,3.849692508519067,407,49395.0,0.18207217701129857,407,49395.0
1165.0,680,1,397,1446,2126,0,33139.0,48.733823529411765,4.193595339987824,397,49765.0,0.19360753574383302,397,49765.0
1170.0,687,1,388,1449,2136,0,34131.0,49.68122270742358,4.374256758439053,388,50239.0,0.19065965776689728,388,50239.0
1175.0,694,1,381,1452,2146,0,35416.0,51.03170028818444,4.693666256513189,381,50951.0,0.20542600941453765,381,50951.0
1180.0,696,1,371,1460,2156,0,37047.0,53.22844827586207,4.954480178054172,371,51706.0,0.22084985131975643,371,51706.0
1185.0,707,0,381,1464,2171,0,38388.0,54.2970297029703,4.978270070341623,381,53397.0,0.2244978457919817,381,53397.0
1190.0,713,1,374,1469,2182,0,37752.0,52.948106591865354,4.845092119453277,374,53696.0,0.21893485104634525,374,53696.0
1195.0,727,1,376,1471,2198,0,37635.0,51.76753782668501,4.828190120091538,376,54368.0,0.21311250820494182,376,54368.0
1200.0,731,1,379,1476,2207,0,37643.0,51.49521203830369,4.789697682404354,379,54377.0,0.20149486007956557,379,54377.0
1205.0,729,1,384,1488,2217,0,37635.0,51.62551440329218,4.672148512812073,384,54391.0,0.18432547567766758,384,54391.0
1210.0,728,0,353,1496,2224,0,36260.0,49.80769230769231,4.797645349452093,353,54174.0,0.18847474624803362,353,54174.0
1215.0,721,1,346,1515,2236,0,35848.0,49.71983356449376,4.832903017005108,346,53814.0,0.19435746671807672,346,53814.0
1220.0,714,0,343,1531,2245,0,36253.0,50.77450980392157,5.055735342766212,343,53636.0,0.21370003680488484,343,53636.0
1225.0,714,0,336,1548,2262,0,36841.0,51.59803921568628,5.143077669040496,336,54114.0,0.22675777516225512,336,54114.0
1230.0,711,0,325,1559,2270,0,37485.0,52.721518987341774,5.2528366573912235,325,54544.0,0.23279220576181572,325,54544.0
1235.0,702,4,320,1576,2278,0,38381.0,54.673789173789174,5.1239593756774084,320,55030.0,0.22648980694061577,320,55030.0
1240.0,709,2,318,1587,2296,0,39351.0,55.502115655853316,5.316708977218217,318,55393.0,0.24161081404926193,318,55393.0
1245.0,713,2,312,1594,2307,0,40619.0,56.96914446002805,5.518677933473135,312,55962.0,0.2501085266805196,312,55962.0
1250.0,717,0,320,1600,2317,0,42149.0,58.785216178521615,5.694535708355385,320,56762.0,0.2575953338544864,320,56762.0
1255.0,722,3,329,1611,2333,0,43483.0,60.22576177285318,5.534129488605057,329,58339.0,0.25577467783336405,329,58339.0
1260.0,717,2,342,1626,2343,0,43953.0,61.30125523012552,5.35749365979202,342,58920.0,0.25480863452533664,342,58920.0
1265.0,716,1,357,1636,2352,0,44759.0,62.512569832402235,5.072955735091082,357,59784.0,0.23607133599169583,357,59784.0
1270.0,716,3,374,1647,2363,0,45725.0,63.86173184357542,4.761898632410814,374,60969.0,0.21721995341822958,374,60969.0
1275.0,713,3,392,1664,2377,0,47314.0,66.35904628330997,4.538770154671186,392,62183.0,0.2088863363493543,392,62183.0
1280.0,716,0,414,1677,2393,0,49308.0,68.8659217877095,4.373056896813912,414,63469.0,0.20135563505968349,414,63469.0
1285.0,706,1,440,1696,2402,0,51432.0,72.84985835694052,4.01164123170819,440,64882.0,0.18450333197348562,440,64882.0
1290.0,697,1,464,1713,2410,0,53071.0,76.14203730272597,3.623202824217862,464,66965.0,0.1681599628381503,464,66965.0
1295.0,691,1,467,1727,2418,0,52379.0,75.80173661360347,3.1431514907218983,467,67447.0,0.14556318139322813,467,67447.0
1300.0,694,0,470,1737,2431,0,52272.0,75.31988472622479,3.132360246346364,470,68666.0,0.1499138576869168,470,68666.0
1305.0,688,0,458,1752,2440,0,51862.0,75.38081395348837,3.2104964718536206,458,69079.0,0.1581054969951977,458,69079.0
1310.0,695,0,448,1759,2454,0,51541.0,74.15971223021583,3.357214371428071,448,69165.0,0.15581046712679497,448,69165.0
1315.0,694,2,446,1770,2464,0,51411.0,74.07925072046109,3.477025344250375,446,69438.0,0.15702710150638327,446,69438.0
1320.0,704,4,433,1773,2477,0,51345.0,72.93323863636364,3.9142143492525494,433,69565.0,0.17682543025912686,433,69565.0
1325.0,716,3,414,1777,2493,0,51654.0,72.14245810055866,4.366679106906777,414,69763.0,0.2006087279047118,414,69763.0
1330.0,725,0,399,1780,2505,0,52355.0,72.21379310344828,4.744961554681302,399,70241.0,0.22059697273151518,399,70241.0
1335.0,726,3,385,1789,2515,0,52942.0,72.9228650137741,4.622082442552294,385,71899.0,0.21624384580099773,385,71899.0
1340.0,728,0,364,1794,2522,0,51943.0,71.35027472527473,4.493467092967367,364,72188.0,0.210562064587694,364,72188.0
1345.0,739,1,359,1796,2535,0,51706.0,69.96752368064952,4.537591308780658,359,73096.0,0.21162915435127586,359,73096.0
1350.0,744,0,353,1798,2542,0,51441.0,69.14112903225806,4.656774721120393,353,73025.0,0.21063997480731592,353,73025.0
1355.0,751,2,361,1804,2555,0,51417.0,68.4647137150466,4.769871226163169,361,72777.0,0.20603357615373571,361,72777.0
1360.0,746,0,361,1815,2561,0,51441.0,68.95576407506702,4.8771379891810955,361,72830.0,0.20833089037827174,361,72830.0
1365.0,749,0,356,1826,2575,0,51257.0,68.43391188251002,4.880684134434391,356,72785.0,0.2054200500452393,356,72785.0
1370.0,743,0,348,1835,2578,0,51300.0,69.04441453566622,4.93945118762403,348,72880.0,0.2000131909710465,348,72880.0
1375.0,731,1,355,1854,2585,0,52143.0,71.33105335157319,4.801066844093963,355,72879.0,0.18784440263149263,355,72879.0
1380.0,728,0,363,1867,2595,0,53412.0,73.36813186813187,4.837116540217359,363,73531.0,0.18817220073945126,363,73531.0
1385.0,720,1,370,1883,2603,0,55057.0,76.46805555555555,4.862574014185896,370,74037.0,0.1873691626100531,370,74037.0
1390.0,717,1,381,1895,2612,0,56892.0,79.34728033472804,4.928453613713646,381,74688.0,0.18836881269908176,381,74688.0
1395.0,712,0,391,1904,2616,0,57536.0,80.80898876404494,4.829518908845418,391,76628.0,0.18620097890990275,391,76628.0
1400.0,713,1,402,1912,2625,0,53223.0,74.64656381486677,4.607557293466698,402,75208.0,0.17654562632284734,402,75208.0
1405.0,715,2,420,1921,2636,0,50256.0,70.28811188811189,4.398267423700976,420,75682.0,0.16941609697260718,420,75682.0
1410.0,716,0,432,1932,2648,0,47373.0,66.16340782122904,4.150758971157316,432,74745.0,0.15773120649709862,432,74745.0
1415.0,715,0,453,1945,2660,0,44079.0,61.64895104895105,3.838972797142566,453,72576.0,0.13897919737610603,453,72576.0
1420.0,711,0,469,1958,2669,0,41670.0,58.607594936708864,3.680542249630865,469,72094.0,0.13196942858335844,469,72094.0
1425.0,701,0,484,1979,2680,0,39945.0,56.982881597717544,3.470241166663113,484,70991.0,0.13166398709552438,484,70991.0
1430.0,693,0,489,1997,2690,0,38473.0,55.516594516594516,3.2949832306823055,489,72813.0,0.13622209077199224,489,72813.0
1435.0,678,0,463,2018,2696,0,32924.0,48.56047197640118,2.996296989213461,463,72754.0,0.13580363408411764,463,72754.0
1440.0,671,0,450,2030,2701,0,29794.0,44.40238450074516,2.782781995495924,450,75036.0,0.13387359195920878,450,75036.0
1445.0,670,0,437,2040,2710,0,24695.0,36.85820895522388,2.6957137995565916,437,74720.0,0.1353386734753294,437,74720.0
1450.0,670,1,430,2050,2720,0,21749.0,32.461194029850745,2.6400724354275673,430,75647.0,0.13404668453854915,430,75647.0
1455.0,677,0,414,2054,2731,0,19956.0,29.477104874446084,2.9262869710948003,414,75070.0,0.14627353705700777,414,75070.0
1460.0,677,1,406,2060,2737,0,19667.0,29.050221565731167,3.1545465632830343,406,74126.0,0.1484747900314598,406,74126.0
1465.0,683,0,409,2065,2748,0,19035.0,27.8696925329429,3.363224415155602,409,73814.0,0.15279363166376794,409,73814.0
1470.0,691,0,405,2069,2760,0,18624.0,26.952243125904488,3.6730136859604303,405,73279.0,0.1634970684861966,405,73279.0
1475.0,696,0,403,2076,2772,0,18173.0,26.110632183908045,3.913442426331112,403,73210.0,0.17380581161747471,403,73210.0
1480.0,706,0,380,2079,2785,0,17613.0,24.94759206798867,4.2902288577144825,380,73018.0,0.19070032482547072,380,73018.0
1485.0,715,2,364,2080,2795,0,17133.0,23.962237762237763,4.681320962868644,364,72708.0,0.2081069223618135,364,72708.0
1490.0,719,2,358,2085,2804,0,17181.0,23.895688456189152,4.918251026548328,358,72893.0,0.21733751736064688,358,72893.0
1495.0,732,1,354,2086,2818,0,17527.0,23.943989071038253,5.2888171720130375,354,72797.0,0.23513246134908944,354,72797.0
1500.0,738,0,345,2090,2828,0,18666.0,25.29268292682927,5.641544690961455,345,73318.0,0.25860796071648423,345,73318.0
1505.0,741,0,348,2098,2839,0,19784.0,26.699055330634277,5.587756618736601,348,74761.0,0.2593079651489772,348,74761.0
1510.0,741,0,358,2104,2845,0,20581.0,27.774628879892038,5.182743157508305,358,73536.0,0.2286109099909323,358,73536.0
1515.0,738,0,372,2117,2855,0,21638.0,29.319783197831978,4.8663099510358565,372,73830.0,0.21435091923125268,372,73830.0
1520.0,733,1,386,2130,2863,0,22815.0,31.125511596180083,4.638879932880378,386,72121.0,0.20152911899587939,386,72121.0
1525.0,734,0,400,2141,2875,0,24215.0,32.990463215258856,4.602050009484527,400,70607.0,0.20497266720931834,400,70607.0
1530.0,726,0,421,2158,2884,0,25653.0,35.33471074380165,4.2716627103354154,421,70098.0,0.19007264918193162,421,70098.0
1535.0,714,0,432,2179,2893,0,27059.0,37.897759103641455,3.8681568592296807,432,67963.0,0.17194537891005157,432,67963.0
1540.0,710,1,414,2190,2900,0,27325.0,38.485915492957744,3.5255424718556894,414,65836.0,0.15075907272886876,414,65836.0
1545.0,707,1,423,2204,2911,0,28489.0,40.2956152758133,3.2078941790725253,423,67067.0,0.13772058349984956,423,67067.0
1550.0,709,0,421,2216,2925,0,29406.0,41.475317348378,3.1464954929787714,421,67548.0,0.14401763982656096,421,67548.0
1555.0,696,0,422,2236,2932,0,30588.0,43.94827586206897,3.039293290484087,422,68683.0,0.14988081662991698,422,68683.0
1560.0,690,0,417,2248,2938,0,31770.0,46.04347826086956,3.090873573371643,417,68833.0,0.1513252694385723,417,68833.0
1565.0,692,0,414,2255,2947,0,32965.0,47.63728323699422,3.266547154773597,414,68825.0,0.1517326099381252,414,68825.0
1570.0,699,0,418,2257,2956,0,34372.0,49.17310443490701,3.5586724757239843,418,69304.0,0.15788709324474637,418,69304.0
1575.0,700,0,409,2262,2962,0,35743.0,51.06142857142857,3.833037047464485,409,69572.0,0.16562456257172886,409,69572.0
1580.0,697,0,397,2269,2966,0,37043.0,53.146341463414636,3.9312920662002098,397,71090.0,0.16459264536469198,397,71090.0
1585.0,701,0,386,2274,2975,0,38295.0,54.62910128388017,4.056453078295011,386,72143.0,0.16513622634253383,386,72143.0
1590.0,707,0,386,2276,2983,0,38503.0,54.45968882602546,4.055083481351953,386,74451.0,0.1624034671576485,386,74451.0
1595.0,711,0,367,2279,2990,0,34640.0,48.72011251758087,4.020893038916826,367,73623.0,0.15980641610761062,367,73623.0
1600.0,712,0,366,2285,2997,0,31472.0,44.20224719101124,3.972448301689872,366,73953.0,0.1551599855873861,366,73953.0
1605.0,714,0,371,2287,3001,0,28615.0,40.07703081232493,4.2445030576318405,371,72859.0,0.16284460243315232,371,72859.0
1610.0,719,1,370,2296,3015,0,25594.0,35.596662030598054,4.567621352732457,370,70446.0,0.1834029584748563,370,70446.0
1615.0,717,0,361,2303,3020,0,23099.0,32.21617852161785,4.722925038158048,361,69266.0,0.18530530600591308,361,69266.0
1620.0,706,0,337,2321,3027,0,19550.0,27.691218130311615,4.594934898676788,337,66756.0,0.17104391068160252,337,66756.0
1625.0,701,0,340,2332,3033,0,17670.0,25.20684736091298,4.740809001912805,340,65480.0,0.1769298743177192,340,65480.0
1630.0,693,0,339,2345,3038,0,17454.0,25.186147186147185,4.800667368217791,339,64543.0,0.1788883991270247,339,64543.0
1635.0,691,1,335,2357,3048,0,18000.0,26.049204052098407,4.971128800951782,335,63482.0,0.18906293789042117,335,63482.0
1640.0,684,1,322,2377,3061,0,18843.0,27.54824561403509,5.0467930498089295,322,62805.0,0.20041031624817784,322,62805.0
1645.0,681,0,320,2389,3070,0,20004.0,29.374449339207047,5.114389385114065,320,61884.0,0.19845881182009897,320,61884.0
1650.0,689,2,315,2398,3087,0,21507.0,31.21480406386067,5.436724732185975,315,61037.0,0.2213831570800816,315,61037.0
1655.0,692,1,322,2402,3094,0,23082.0,33.35549132947977,5.702377441018586,322,61160.0,0.2365240182819231,322,61160.0
1660.0,694,0,324,2413,3107,0,24644.0,35.51008645533141,5.889610462418113,324,61407.0,0.25221527088044765,324,61407.0
1665.0,684,0,326,2428,3112,0,26222.0,38.33625730994152,5.887354593362011,326,61748.0,0.252538039299309,326,61748.0
1670.0,680,0,328,2439,3119,0,27837.0,40.936764705882354,5.820073112610626,328,62312.0,0.24601169767090103,328,62312.0
1675.0,676,1,338,2451,3127,0,29474.0,43.60059171597633,5.656196634322002,338,63154.0,0.2262571360560957,338,63154.0
1680.0,659,0,346,2470,3129,0,31161.0,47.28528072837633,5.477608018580128,346,64148.0,0.21001219581847064,346,64148.0
1685.0,651,2,348,2487,3138,0,32869.0,50.4900153609831,5.326045363409079,348,65286.0,0.20238095303532017,348,65286.0
1690.0,642,1,355,2501,3143,0,34571.0,53.848909657320874,5.172368555697263,355,66574.0,0.1839194048895779,355,66574.0
1695.0,638,0,365,2515,3153,0,36071.0,56.53761755485893,5.026517477109442,365,68344.0,0.1821977262421895,365,68344.0
1700.0,632,0,379,2529,3161,0,36495.0,57.745253164556964,4.725214318312753,379,67624.0,0.17341766658605512,379,67624.0
1705.0,626,0,386,2542,3168,0,37306.0,59.594249201277954,4.5376732829842386,386,68669.0,0.17009608840538337,386,68669.0
1710.0,615,0,396,2558,3173,0,38660.0,62.86178861788618,4.032549406905352,396,68364.0,0.14295655327271675,396,68364.0
1715.0,610,0,406,2574,3184,0,39530.0,64.80327868852459,3.777018031549222,406,66961.0,0.13447813683936127,406,66961.0
1720.0,610,0,408,2586,3196,0,39537.0,64.81475409836065,3.7425488387093746,408,66675.0,0.1439062598690847,408,66675.0
1725.0,601,0,411,2601,3202,0,39508.0,65.73710482529118,3.4841912720213384,411,66291.0,0.13346779244564608,411,66291.0
1730.0,597,0,409,2617,3214,0,39426.0,66.04020100502512,3.3982000497857094,409,66832.0,0.1443896163901007,409,66832.0
1735.0,589,0,387,2629,3218,0,38324.0,65.06621392190152,3.21326094267272,387,68809.0,0.14558869919540413,387,68809.0
1740.0,583,0,373,2639,3222,0,34733.0,59.57632933104631,3.0872708305963936,373,68138.0,0.14823942818915012,373,68138.0
1745.0,583,1,352,2647,3230,0,31852.0,54.63464837049743,3.143972948297675,352,68641.0,0.15654304827330245,352,68641.0
1750.0,577,0,342,2658,3235,0,30279.0,52.476603119584055,3.2199229806935312,342,67936.0,0.15908920139951588,342,67936.0
1755.0,581,0,335,2664,3245,0,29355.0,50.52495697074011,3.4563928589405655,335,66591.0,0.16055258061408403,335,66591.0
1760.0,589,0,321,2666,3255,0,28378.0,48.17996604414262,3.8894911604056164,321,65488.0,0.17465825167689805,321,65488.0
1765.0,593,3,316,2671,3264,0,27572.0,46.49578414839797,4.185123187804122,316,64270.0,0.18117682942224989,316,64270.0
1770.0,597,0,302,2673,3270,0,26717.0,44.75209380234506,4.559157531476784,302,63792.0,0.19974770156600172,302,63792.0
1775.0,600,0,289,2679,3279,0,26428.0,44.04666666666667,4.904112563648352,289,62904.0,0.21715051085145998,289,62904.0
1780.0,598,1,267,2685,3283,0,26544.0,44.38795986622073,5.192104528675044,267,62032.0,0.22775365241034168,267,62032.0
1785.0,603,0,269,2690,3293,0,26708.0,44.291873963515755,5.155227015139616,269,62927.0,0.2271013477184924,269,62927.0
1790.0,607,0,277,2692,3299,0,24766.0,40.80065897858319,5.065907361775991,277,62119.0,0.21934437613817376,277,62119.0
1795.0,613,0,287,2693,3306,0,23044.0,37.59216965742251,5.06272890010197,287,62323.0,0.21973539367862088,287,62323.0
1800.0,614,0,307,2699,3313,0,21812.0,35.52442996742671,4.845390090580693,307,61869.0,0.20506004867198413,307,61869.0
1805.0,612,0,324,2707,3319,0,20690.0,33.80718954248366,4.651754250250958,324,61135.0,0.19238356049950744,324,61135.0
1810.0,610,0,342,2715,3325,0,19106.0,31.321311475409836,4.417228978033657,342,60403.0,0.17547748896041382,342,60403.0
1815.0,602,0,353,2728,3330,0,18656.0,30.99003322259136,4.147695782114555,353,59876.0,0.15965593085726698,353,59876.0
1820.0,593,0,370,2743,3336,0,19482.0,32.85328836424958,3.8850033025836663,370,59051.0,0.14906313319195977,370,59051.0
1825.0,579,0,382,2761,3340,0,20531.0,35.4594127806563,3.551047244136363,382,58441.0,0.1353110340908177,382,58441.0
1830.0,559,0,398,2784,3343,0,22132.0,39.59212880143113,3.2624841217315472,398,58991.0,0.133533545680716,398,58991.0
1835.0,550,0,406,2798,3348,0,24141.0,43.89272727272727,2.9518869242469505,406,59062.0,0.12043255885470601,406,59062.0
1840.0,550,0,411,2805,3355,0,25870.0,47.03636363636364,2.7750863751401624,411,61235.0,0.11569337090265396,411,61235.0
1845.0,549,2,397,2814,3363,0,26434.0,48.14936247723133,2.578566778836658,397,60880.0,0.10720239665906069,397,60880.0
1850.0,552,0,386,2817,3369,0,27106.0,49.10507246376812,2.6790908771894677,386,61472.0,0.1097804391826422,386,61472.0
1855.0,556,0,370,2818,3374,0,27695.0,49.81115107913669,3.099614321115337,370,61223.0,0.12594250795994283,370,61223.0
1860.0,558,1,359,2824,3382,0,27390.0,49.086021505376344,3.170083242044918,359,62917.0,0.12874449301530366,359,62917.0
1865.0,556,0,336,2831,3387,0,23011.0,41.38669064748201,3.096346942316924,336,62708.0,0.1281473384670877,336,62708.0
1870.0,558,0,308,2835,3393,0,19462.0,34.878136200716845,3.3437398222747183,308,62758.0,0.1466787432847329,308,62758.0
1875.0,557,0,283,2839,3396,0,16005.0,28.734290843806104,3.5959580804847913,283,61737.0,0.14956649956732881,283,61737.0
1880.0,552,0,271,2846,3398,0,14028.0,25.41304347826087,3.8038463417467985,271,61353.0,0.15185081151890586,271,61353.0
1885.0,552,0,271,2852,3404,0,13322.0,24.134057971014492,4.105329547643774,271,60495.0,0.16020495095039494,271,60495.0
1890.0,552,1,270,2858,3410,0,13213.0,23.93659420289855,4.4077479559065225,270,59309.0,0.16557257823864668,270,59309.0
1895.0,557,2,276,2859,3416,0,14140.0,25.38599640933573,4.811645976871223,276,58292.0,0.17900929463597762,276,58292.0
1900.0,565,0,286,2862,3427,0,15485.0,27.4070796460177,5.153887221752103,286,57794.0,0.19421070239942037,286,57794.0
1905.0,565,0,295,2869,3434,0,16942.0,29.985840707964602,5.37872575869871,295,57686.0,0.203557434901229,295,57686.0
1910.0,560,0,295,2878,3438,0,18414.0,32.88214285714286,5.565402355743999,295,57972.0,0.2079217185473055,295,57972.0
1915.0,559,0,303,2884,3443,0,19546.0,34.96601073345259,5.499809673193583,303,59414.0,0.20158659592100056,303,59414.0
1920.0,565,0,311,2887,3452,0,19318.0,34.19115044247788,5.273035315951795,311,58849.0,0.18606435141498692,311,58849.0
1925.0,561,0,321,2895,3456,0,19509.0,34.775401069518715,4.867910141190182,321,57909.0,0.15289818717283132,321,57909.0
1930.0,557,0,330,2904,3461,0,19608.0,35.202872531418315,4.617949598180986,330,56929.0,0.13988895469474513,330,56929.0
1935.0,544,0,336,2918,3462,0,19761.0,36.325367647058826,4.511041646192797,336,56173.0,0.1419110257432644,336,56173.0
1940.0,533,0,332,2933,3466,0,19771.0,37.093808630393994,4.199433203613847,332,57020.0,0.12975468585998462,332,57020.0
1945.0,524,0,305,2948,3472,0,17288.0,32.99236641221374,4.008814709460693,305,55750.0,0.13072728130551897,305,55750.0
1950.0,507,0,284,2969,3476,0,15407.0,30.388560157790927,3.8955328314143656,284,55705.0,0.14209372881682295,284,55705.0
1955.0,499,1,268,2983,3482,0,13776.0,27.607214428857716,3.953681779535536,268,54362.0,0.14812359834196906,268,54362.0
1960.0,494,0,252,2993,3487,0,12548.0,25.40080971659919,4.339874890811868,252,52242.0,0.16408228226680047,252,52242.0
1965.0,479,0,231,3013,3492,0,11275.0,23.538622129436327,4.555237321014727,231,50821.0,0.18627776412802993,231,50821.0
1970.0,467,0,217,3029,3496,0,10422.0,22.3169164882227,4.801019985444551,217,49320.0,0.20029933102779074,217,49320.0
1975.0,474,1,202,3033,3507,0,9954.0,21.0,5.302544031198879,202,48080.0,0.2236902013116369,202,48080.0
1980.0,477,0,201,3035,3512,0,10206.0,21.39622641509434,5.484446744387579,201,48807.0,0.2369568782459403,201,48807.0
1985.0,478,0,211,3039,3517,0,10783.0,22.55857740585774,5.324089544191928,211,47756.0,0.22962248965008983,211,47756.0
1990.0,478,0,229,3041,3519,0,11552.0,24.167364016736403,5.101984017756649,229,47800.0,0.21047733463828314,229,47800.0
1995.0,477,1,248,3048,3525,0,12462.0,26.12578616352201,4.810730801936419,248,46692.0,0.1880634973909316,248,46692.0
2000.0,480,0,261,3051,3531,0,13451.0,28.022916666666667,4.619105062663177,261,44472.0,0.16032031137440178,261,44472.0
2005.0,479,0,277,3054,3533,0,14530.0,30.334029227557412,4.483892743295766,277,44276.0,0.1457504409568789,277,44276.0
2010.0,470,0,278,3070,3540,0,15340.0,32.638297872340424,4.331673586089663,278,42435.0,0.15231694874390753,278,42435.0
2015.0,466,0,282,3077,3543,0,16447.0,35.29399141630901,4.173316186528389,282,43887.0,0.1492706265130724,282,43887.0
2020.0,454,0,264,3091,3545,0,16814.0,37.0352422907489,3.7830204340031712,264,43133.0,0.13415375937847668,264,43133.0
2025.0,440,0,255,3107,3547,0,17355.0,39.44318181818182,3.5673850718186157,255,43675.0,0.13335331413991336,255,43675.0
2030.0,430,0,237,3121,3551,0,17818.0,41.437209302325584,3.7401829280952943,237,42648.0,0.14520018500664625,237,42648.0
2035.0,423,1,227,3133,3556,0,18267.0,43.184397163120565,4.054872771959151,227,41227.0,0.15278624554727105,227,41227.0
2040.0,423,0,215,3138,3561,0,18863.0,44.593380614657214,4.56460484105073,215,40590.0,0.17511771317244854,215,40590.0
2045.0,423,0,208,3144,3567,0,18939.0,44.773049645390074,4.747722276206888,208,41288.0,0.18821958820788287,208,41288.0
2050.0,420,0,199,3150,3570,0,16232.0,38.647619047619045,4.543961822369869,199,40499.0,0.17834947115663813,199,40499.0
2055.0,422,0,196,3152,3574,0,14108.0,33.43127962085308,4.579174795159385,196,40330.0,0.16919196184520174,196,40330.0
2060.0,422,0,198,3158,3580,0,12425.0,29.44312796208531,4.804283852887036,198,39338.0,0.17359624280846342,198,39338.0
2065.0,416,0,189,3165,3581,0,11368.0,27.326923076923077,5.227598092907484,189,38072.0,0.1826580215207928,189,38072.0
2070.0,424,0,185,3165,3589,0,11757.0,27.72877358490566,5.864155158696149,185,37275.0,0.2157898376003223,185,37275.0
2075.0,426,0,189,3168,3594,0,12699.0,29.809859154929576,6.3908839261706705,189,36376.0,0.24160448271810844,189,36376.0
2080.0,426,0,198,3171,3597,0,13189.0,30.960093896713616,6.222800842592284,198,37243.0,0.22032996066415342,198,37243.0
2085.0,420,0,209,3179,3599,0,11827.0,28.159523809523808,5.539473618949981,209,36245.0,0.16340791453944487,209,36245.0
2090.0,412,0,227,3193,3605,0,11038.0,26.79126213592233,5.1252343272352165,227,36404.0,0.14680021752593453,227,36404.0
2095.0,397,1,227,3211,3608,0,9810.0,24.710327455919394,4.824194350143885,227,37138.0,0.14887536603708795,227,37138.0
2100.0,389,0,198,3223,3612,0,7842.0,20.159383033419022,4.736124355895524,198,36189.0,0.15920100022184605,198,36189.0
2105.0,389,0,178,3227,3616,0,6707.0,17.24164524421594,4.812174136812118,178,35999.0,0.15812765524311992,178,35999.0
2110.0,383,0,172,3234,3617,0,5998.0,15.660574412532638,4.919388577392802,172,36869.0,0.16403891288244032,172,36869.0
2115.0,379,0,173,3242,3621,0,5154.0,13.598944591029024,4.767984009079914,173,35719.0,0.1556217716316274,173,35719.0
2120.0,368,0,190,3258,3626,0,5212.0,14.16304347826087,4.395523609160747,190,35697.0,0.14778905731833206,190,35697.0
2125.0,358,0,206,3270,3628,0,5497.0,15.354748603351956,4.13535936784429,206,34385.0,0.13831234655003158,206,34385.0
2130.0,343,0,207,3288,3631,0,5309.0,15.478134110787172,3.982680501050663,207,33395.0,0.15006809299909274,207,33395.0
2135.0,337,0,211,3296,3633,0,5775.0,17.136498516320476,3.7341573517692632,211,34015.0,0.13985394722546307,211,34015.0
2140.0,336,0,220,3300,3636,0,6468.0,19.25,3.4969232000341823,220,33324.0,0.12533289184950913,220,33324.0
2145.0,330,1,221,3310,3640,0,7275.0,22.045454545454547,3.107352534742698,221,33958.0,0.11404771952666164,221,33958.0
2150.0,333,0,222,3311,3644,0,8033.0,24.123123123123122,3.311676386673942,222,33490.0,0.12270855506266762,222,33490.0
2155.0,331,0,216,3314,3645,0,8813.0,26.62537764350453,3.477068210864279,216,32412.0,0.1254418099275389,216,32412.0
2160.0,331,0,215,3319,3650,0,9649.0,29.15105740181269,3.5406694947860875,215,32189.0,0.13454364419028345,215,32189.0
2165.0,331,0,212,3328,3659,0,10247.0,30.957703927492446,3.4633740581821395,212,32670.0,0.15079689411080782,212,32670.0
2170.0,330,0,196,3332,3662,0,9676.0,29.32121212121212,3.431622750644103,196,31499.0,0.1527529040232201,196,31499.0
2175.0,328,0,183,3337,3665,0,9223.0,28.11890243902439,3.554787576874209,183,31494.0,0.1590618116237742,183,31494.0
2180.0,329,0,170,3339,3668,0,9084.0,27.61094224924012,4.16528165842619,170,30511.0,0.18563863019504237,170,30511.0
2185.0,330,1,165,3340,3670,0,8600.0,26.060606060606062,4.377978413556471,165,30992.0,0.1831044204681324,165,30992.0
2190.0,328,0,148,3346,3674,0,5988.0,18.25609756097561,4.322560877519122,148,29478.0,0.1795972528230479,148,29478.0
2195.0,331,0,145,3348,3679,0,4296.0,12.978851963746223,4.6071592920654,145,29034.0,0.19486839250523344,145,29034.0
2200.0,335,0,142,3351,3686,0,3505.0,10.462686567164178,5.099829311096348,142,27207.0,0.212878577369765,142,27207.0
2205.0,334,0,150,3354,3688,0,3779.0,11.31437125748503,5.171926642311386,150,27931.0,0.20266125250874908,150,27931.0
2210.0,334,0,166,3356,3690,0,3881.0,11.619760479041917,5.004773487990911,166,26949.0,0.17996757398684554,166,26949.0
2215.0,326,0,178,3365,3691,0,4148.0,12.723926380368098,4.6481662220895945,178,26995.0,0.16316750984397776,178,26995.0
2220.0,325,0,188,3369,3694,0,4684.0,14.412307692307692,4.465686160130924,188,26402.0,0.14696107770494288,188,26402.0
2225.0,323,0,196,3373,3696,0,5365.0,16.609907120743035,4.530202147406144,196,25487.0,0.14160756420332316,196,25487.0
