step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
805.0,712,2,331,492,1204,0,13461.0,18.905898876404493,3.0307167264433796,331,44878.0,0.1647751182442456,331,44878.0
810.0,722,4,349,496,1218,0,14930.0,20.678670360110804,3.0174462999154428,349,45823.0,0.16394560299082594,349,45823.0
815.0,733,3,365,500,1233,0,16509.0,22.5225102319236,2.938358283405743,365,47626.0,0.15795536099656768,365,47626.0
820.0,746,0,366,503,1249,0,17961.0,24.076407506702413,2.9068440030215212,366,47978.0,0.15750381217123988,366,47978.0
825.0,753,0,370,508,1261,0,19504.0,25.90172642762284,2.8862393321148967,370,49818.0,0.1544520264923086,370,49818.0
830.0,762,0,378,513,1275,0,21086.0,27.671916010498688,2.7315659500681533,378,50951.0,0.143618493017346,378,50951.0
835.0,774,3,394,517,1291,0,22200.0,28.68217054263566,2.6772658846486914,394,52910.0,0.14140705567649636,394,52910.0
840.0,784,0,390,524,1308,0,20689.0,26.3890306122449,2.6125117775412834,390,51648.0,0.141162710255876,390,51648.0
845.0,795,1,389,527,1322,0,19819.0,24.92955974842767,2.556042377105839,389,52216.0,0.13550599757801138,389,52216.0
850.0,802,1,396,532,1334,0,18696.0,23.311720698254366,2.580698213159959,396,51407.0,0.1314067269235621,396,51407.0
855.0,809,0,406,535,1344,0,18154.0,22.440049443757726,2.7628411837094626,406,50511.0,0.1334302249327388,406,50511.0
860.0,819,0,419,540,1359,0,17918.0,21.87789987789988,2.9295317091199427,419,49058.0,0.13692324787510438,419,49058.0
865.0,831,3,388,543,1374,0,15232.0,18.329723225030083,3.2301934139370143,388,47147.0,0.14895962327225085,388,47147.0
870.0,841,1,395,547,1388,0,15014.0,17.8525564803805,3.5051142753865987,395,46141.0,0.16126100291696727,395,46141.0
875.0,855,1,411,548,1403,0,14593.0,17.067836257309942,3.5069489615476126,411,47848.0,0.158479089548493,411,47848.0
880.0,862,2,418,552,1414,0,14063.0,16.314385150812065,3.4165225747039973,418,49433.0,0.15463575690683198,418,49433.0
885.0,867,1,429,560,1427,0,13356.0,15.40484429065744,3.1468522828166323,429,51628.0,0.1407239541356313,429,51628.0
890.0,879,1,425,562,1441,0,12006.0,13.658703071672354,3.0721579983319938,425,51757.0,0.13347467338709676,425,51757.0
895.0,885,0,439,567,1452,0,11388.0,12.867796610169492,2.990812294012712,439,53768.0,0.12757635473975645,439,53768.0
900.0,895,0,464,572,1467,0,11105.0,12.40782122905028,2.903379823606171,464,55402.0,0.12293088025963916,464,55402.0
905.0,899,1,481,579,1478,0,11447.0,12.733036707452726,2.8245404534160943,481,57800.0,0.12208073831730422,481,57800.0
910.0,897,0,479,590,1487,0,11563.0,12.890746934225195,2.659974705913451,479,58192.0,0.11544483652823802,479,58192.0
915.0,902,3,482,602,1504,0,12098.0,13.412416851441241,2.6536288797083483,482,60556.0,0.12194948703109407,482,60556.0
920.0,902,1,488,614,1516,0,12819.0,14.211751662971174,2.504497410787719,488,62231.0,0.11806676507150471,488,62231.0
925.0,898,3,501,633,1531,0,13739.0,15.299554565701559,2.3156319836760044,501,64742.0,0.12028497450866701,501,64742.0
930.0,902,3,462,644,1546,0,13751.0,15.2450110864745,2.3385941068655938,462,64670.0,0.12921176244537488,462,64670.0
935.0,913,1,440,650,1563,0,13947.0,15.276013143483024,2.4074347952704396,440,66463.0,0.1362239135126992,440,66463.0
940.0,923,1,464,652,1575,0,14712.0,15.939328277356447,2.303635511560054,464,68333.0,0.1259964500891797,464,68333.0
945.0,926,0,473,655,1581,0,15618.0,16.86609071274298,2.1449528838654284,473,70700.0,0.11372847517912103,473,70700.0
950.0,930,1,472,662,1592,0,14963.0,16.089247311827958,1.9335142874578244,472,69901.0,0.1007723285159925,472,69901.0
955.0,938,1,474,666,1604,0,14682.0,15.652452025586355,1.9293678331927968,474,70476.0,0.0975826830368743,474,70476.0
960.0,948,1,494,667,1615,0,14834.0,15.647679324894515,2.0515148218120025,494,69675.0,0.09677907720720573,494,69675.0
965.0,960,0,510,672,1632,0,15412.0,16.054166666666667,2.230120629895268,510,68901.0,0.10127827060105603,510,68901.0
970.0,973,0,511,675,1648,0,15926.0,16.367934224049332,2.5303369295997906,511,68327.0,0.11393990950268838,511,68327.0
975.0,984,0,462,676,1660,0,15359.0,15.608739837398375,2.8634535729687136,462,66395.0,0.12491670892202089,462,66395.0
980.0,992,1,465,681,1673,0,15781.0,15.908266129032258,2.9051405379164486,465,68505.0,0.12967242867591167,465,68505.0
985.0,999,0,490,685,1684,0,16285.0,16.3013013013013,2.7350881498339126,490,70525.0,0.1190285032870207,490,70525.0
990.0,1012,2,507,690,1702,0,16814.0,16.614624505928855,2.5741429370323465,507,72742.0,0.11117102938777174,507,72742.0
995.0,1023,0,539,695,1718,0,17538.0,17.143695014662757,2.5215342687476117,539,75205.0,0.1103562424962489,539,75205.0
1000.0,1032,0,552,698,1730,0,17372.0,16.833333333333332,2.4399401900327717,552,75498.0,0.10452896948632666,552,75498.0
1005.0,1045,2,571,701,1746,0,17690.0,16.928229665071772,2.3963240821373173,571,77993.0,0.10025273214852685,571,77993.0
1010.0,1051,0,586,709,1760,0,18155.0,17.274024738344433,2.283786746195486,586,80305.0,0.09567485256195221,586,80305.0
1015.0,1057,1,614,718,1775,0,18866.0,17.848628192999055,2.1264148398058897,614,83091.0,0.09070533871662201,614,83091.0
1020.0,1060,3,641,730,1790,0,19847.0,18.723584905660378,1.925467255466826,641,83543.0,0.08177280354243772,641,83543.0
1025.0,1064,0,639,741,1805,0,20004.0,18.80075187969925,1.78881526396853,639,86604.0,0.07868365649959838,639,86604.0
1030.0,1055,0,672,757,1812,0,20793.0,19.709004739336493,1.5877652781621532,672,89214.0,0.0724974829005193,672,89214.0
1035.0,1051,0,689,767,1818,0,21988.0,20.92102759276879,1.4139866832667851,689,92351.0,0.06394750354130126,689,92351.0
1040.0,1052,1,659,776,1828,0,22856.0,21.726235741444867,1.3559735402186142,659,92954.0,0.06339166359035836,659,92954.0
1045.0,1063,0,659,780,1843,0,23978.0,22.556914393226716,1.3846001221995698,659,96166.0,0.0665438565342953,659,96166.0
1050.0,1072,0,654,780,1852,0,24855.0,23.18563432835821,1.4371575873560585,654,98958.0,0.0667536621105356,654,98958.0
1055.0,1080,3,680,785,1865,0,26239.0,24.29537037037037,1.4193151861915037,680,102276.0,0.06785821061651845,680,102276.0
1060.0,1095,3,663,788,1883,0,27420.0,25.041095890410958,1.5291786199791162,663,102650.0,0.07496897884009512,663,102650.0
1065.0,1110,0,619,792,1902,0,27747.0,24.997297297297298,1.6573773341339293,619,103262.0,0.08209226272593143,619,103262.0
1070.0,1117,0,616,795,1912,0,29179.0,26.122649955237243,1.6909466552462125,616,105827.0,0.08135833155950956,616,105827.0
1075.0,1118,0,634,798,1916,0,30932.0,27.667262969588553,1.6062230111406315,634,108600.0,0.07357421450012559,634,108600.0
1080.0,1125,1,659,801,1926,0,32623.0,28.99822222222222,1.4583359799383442,659,111456.0,0.06386243058604366,659,111456.0
1085.0,1136,0,665,804,1940,0,32244.0,28.383802816901408,1.3945258868533437,665,111172.0,0.05807915915380544,665,111172.0
1090.0,1143,1,673,810,1953,0,32131.0,28.11111111111111,1.3741633563927569,673,111966.0,0.05644985263066731,673,111966.0
1095.0,1150,1,650,813,1963,0,31778.0,27.63304347826087,1.5422912269408444,650,111555.0,0.06131399542472729,650,111555.0
1100.0,1153,0,659,819,1972,0,31710.0,27.502168256721596,1.6566453255391618,659,111508.0,0.06274846539767599,659,111508.0
1105.0,1159,0,653,825,1984,0,31925.0,27.54529767040552,1.8126454828596443,653,110390.0,0.067504132146091,653,110390.0
1110.0,1167,2,616,829,1996,0,31414.0,26.91859468723222,2.0857510997950093,616,110411.0,0.08012814958819844,616,110411.0
